--- Terminal on /dev/ttyACM1 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, esp32_exception_decoder, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
aw_m,die_c,amb_c
540719,-6.7157,23.3,11.62
541440,-6.7157,23.3,11.62
542161,-6.7157,22.3,11.61
542882,-6.7157,23.3,11.60
543603,-6.7157,21.3,11.59
544324,-6.7157,22.3,11.59
545045,-6.7157,21.3,11.58
545766,-7.4369,22.3,11.57
546487,-7.2791,21.3,11.57
547208,-6.8284,21.3,11.55
547929,-6.6031,20.3,11.55
548650,-6.4453,22.3,11.54
549371,-8.0003,21.3,11.53
550092,-7.1890,22.3,11.52
550813,-7.6397,23.3,11.51
551534,-7.2115,23.3,11.51
552255,-6.3777,22.3,11.50
552976,-7.0989,22.3,11.49
553697,-6.9636,21.3,11.49
554418,-7.0989,22.3,11.48
555139,-6.2876,21.3,11.48
555860,-6.5580,21.3,11.46
556581,-6.5580,22.3,11.45
557302,-6.5580,22.3,11.45
558023,-6.5580,21.3,11.44
558744,-6.5580,21.3,11.43
559465,-6.5580,22.3,11.42
560186,-6.5580,21.3,11.42
560907,-6.5580,20.3,11.41
561628,-6.5580,20.3,11.40
562349,-6.5580,21.3,11.40
563070,-6.5580,22.3,11.39
563791,-6.5580,21.3,11.38
564512,-6.5580,22.3,11.37
565233,-6.5580,22.3,11.36
565954,-6.5580,21.3,11.35
566675,-6.5580,22.3,11.35
567396,-6.5580,21.3,11.34
568117,-6.5580,22.3,11.33
568838,-6.5580,22.3,11.33
569559,-6.5580,21.3,11.32
570280,-6.5580,22.3,11.31
571001,-6.5580,22.3,11.30
571722,-6.5580,23.3,11.30
572443,-7.3693,23.3,11.29
573164,-7.1439,23.3,11.28
573885,-6.4002,23.3,11.28
574606,-6.6031,23.3,11.26
575327,-7.3242,22.3,11.25
576048,-7.0538,23.3,11.24
576769,-7.4369,23.3,11.24
577490,-7.3468,22.3,11.23
578211,-6.8059,22.3,11.23
578932,-7.6172,21.3,11.22
579653,-7.1214,22.3,11.21
# [n=800] mean=-7.0549 m  sigma=1.0185 m  die=22.3 C  CalVal=-43
580374,-6.7834,22.3,11.20
581095,-7.2791,22.3,11.20
581816,-7.5045,23.3,11.19
582537,-7.5270,23.3,11.19
583258,-7.5270,22.3,11.18
583979,-7.5270,22.3,11.17
584700,-7.5270,21.3,11.16
585421,-7.5270,22.3,11.16
586142,-7.5270,22.3,11.15
586863,-7.5270,23.3,11.14
587584,-7.5270,23.3,11.13
588305,-7.5270,22.3,11.13
589026,-7.5270,22.3,11.12
589747,-7.5270,22.3,11.11
590468,-7.5270,22.3,11.11
591189,-7.5270,23.3,11.10
591910,-7.5270,23.3,11.09
592631,-7.5270,23.3,11.09
593352,-7.5270,23.3,11.08
594073,-7.5270,22.3,11.07
594794,-7.5270,22.3,11.06
595515,-7.5270,21.3,11.05
596236,-7.5270,21.3,11.05
596957,-7.5270,22.3,11.04
597678,-7.5270,22.3,11.03
598399,-7.5270,23.3,11.02
599120,-7.3017,23.3,11.02
599841,-7.0989,22.3,11.01
600562,-6.9636,22.3,11.00
601283,-6.9186,22.3,10.99
602004,-7.1890,21.3,10.98
602725,-6.9636,22.3,10.98
603446,-7.4144,22.3,10.97
604167,-7.5045,22.3,10.96
604888,-6.4453,21.3,10.96
605609,-7.0312,21.3,10.95
606330,-6.1073,22.3,10.95
607051,-6.9636,21.3,10.93
607772,-7.2341,22.3,10.93
608493,-7.5947,21.3,10.92
609214,-6.8284,22.3,10.92
609935,-6.8284,22.3,10.91
610656,-6.8284,21.3,10.90
611377,-6.8284,20.3,10.89
612098,-6.8284,21.3,10.88
612819,-6.8284,21.3,10.87
613540,-6.8284,20.3,10.87
614261,-6.8284,20.3,10.86
614982,-6.8284,20.3,10.85
615703,-6.8284,21.3,10.84
616424,-6.8284,22.3,10.84
617145,-6.8284,22.3,10.84
617866,-6.8284,22.3,10.83
618587,-6.8284,21.3,10.82
619308,-6.8284,22.3,10.81
620029,-6.8284,22.3,10.81
620750,-6.8284,22.3,10.80
621471,-6.8284,22.3,10.79
622192,-6.8284,22.3,10.79
622913,-6.8284,22.3,10.78
623634,-6.8284,21.3,10.77
624355,-6.8284,21.3,10.76
625076,-6.8284,20.3,10.76
625797,-8.0003,21.3,10.75
626518,-7.0312,22.3,10.74
627239,-6.9862,21.3,10.74
627960,-7.4820,21.3,10.73
628681,-6.9636,21.3,10.72
629402,-6.8735,22.3,10.71
630123,-6.7834,22.3,10.71
630844,-7.5721,21.3,10.70
631565,-7.6172,21.3,10.69
632286,-6.6256,21.3,10.68
633007,-7.8876,20.3,10.68
633728,-6.8510,21.3,10.67
634449,-8.3609,21.3,10.66
635170,-7.2115,20.3,10.66
635891,-8.5186,21.3,10.65
636612,-8.5186,21.3,10.64
637333,-8.5186,21.3,10.64
638054,-8.5186,20.3,10.63
638775,-8.5186,21.3,10.62
639496,-8.5186,22.3,10.62
640217,-8.5186,21.3,10.61
640938,-8.5186,22.3,10.60
641659,-8.5186,22.3,10.59
642380,-8.5186,21.3,10.59
643101,-8.5186,20.3,10.58
643822,-8.5186,20.3,10.57
644543,-8.5186,20.3,10.56
645264,-8.5186,20.3,10.56
645985,-8.5186,19.3,10.55
646706,-8.5186,20.3,10.54
647427,-8.5186,21.3,10.54
648148,-8.5186,21.3,10.54
648869,-8.5186,22.3,10.53
649590,-8.5186,22.3,10.52
650311,-8.5186,22.3,10.51
651032,-8.5186,21.3,10.50
651753,-8.5186,21.3,10.50
# [n=900] mean=-7.1028 m  sigma=0.9945 m  die=21.3 C  CalVal=-43
652474,-7.4369,20.3,10.49
653195,-6.9862,21.3,10.49
653916,-7.3918,22.3,10.48
654637,-6.8510,20.3,10.47
655358,-7.0087,21.3,10.47
656079,-7.5045,21.3,10.46
656800,-6.4904,21.3,10.45
657521,-7.0989,21.3,10.44
658242,-7.0989,21.3,10.44
658963,-7.1214,22.3,10.43
659684,-7.7299,22.3,10.43
660405,-6.4904,22.3,10.42
661126,-7.4594,22.3,10.41
661847,-7.0312,21.3,10.40
662568,-7.4369,21.3,10.40
663289,-7.4369,21.3,10.39
664010,-7.4369,21.3,10.38
664731,-7.4369,22.3,10.38
665452,-7.4369,21.3,10.37
666173,-7.4369,20.3,10.36
666894,-7.4369,21.3,10.35
667615,-7.4369,20.3,10.35
668336,-7.4369,19.3,10.34
669057,-7.4369,19.3,10.33
669778,-7.4369,20.3,10.33
670499,-7.4369,20.3,10.32
671220,-7.4369,21.3,10.31
671941,-7.4369,21.3,10.31
672662,-7.4369,20.3,10.30
673383,-7.4369,20.3,10.30
674104,-7.4369,20.3,10.29
674825,-7.4369,20.3,10.29
675546,-7.4369,21.3,10.28
676267,-7.4369,20.3,10.27
676988,-7.4369,21.3,10.27
677709,-7.4369,21.3,10.26
678430,-6.2200,22.3,10.26
679151,-7.5496,21.3,10.25
679872,-7.0763,21.3,10.24
680593,-7.0538,21.3,10.23
681314,-6.1298,20.3,10.23
682035,-6.8510,21.3,10.22
682756,-6.4678,20.3,10.22
683477,-6.6707,21.3,10.21
684198,-6.4002,20.3,10.21
684919,-7.0087,19.3,10.20
685640,-7.5496,19.3,10.19
686361,-7.0087,20.3,10.19
687082,-6.9636,21.3,10.18
687803,-6.9862,21.3,10.17
688524,-7.0763,20.3,10.16
689245,-6.5805,19.3,10.16
689966,-6.5805,20.3,10.15
690687,-6.5805,21.3,10.14
691408,-6.5805,21.3,10.14
692129,-6.5805,20.3,10.13
692850,-6.5805,21.3,10.13
693571,-6.5805,20.3,10.12
694292,-6.5805,21.3,10.11
695013,-6.5805,21.3,10.10
695734,-6.5805,20.3,10.10
696455,-6.5805,19.3,10.09
697176,-6.5805,20.3,10.09
697897,-6.5805,20.3,10.08
698618,-6.5805,19.3,10.08
699339,-6.5805,20.3,10.07
700060,-6.5805,19.3,10.06
700781,-6.5805,20.3,10.05
701502,-6.5805,21.3,10.04
702223,-6.5805,21.3,10.03
702944,-6.5805,20.3,10.03
703665,-6.5805,21.3,10.02
704386,-6.5805,21.3,10.02
705107,-6.3777,21.3,10.01
705828,-7.2341,21.3,10.00
706549,-6.4678,21.3,10.00
707270,-7.4594,21.3,9.99
707991,-7.7299,22.3,9.99
708712,-7.4144,20.3,9.98
709433,-6.9186,21.3,9.98
710154,-7.5496,21.3,9.97
710875,-7.1665,21.3,9.96
711596,-7.0087,21.3,9.96
712317,-6.5580,21.3,9.95
713038,-6.7383,22.3,9.95
713759,-7.5496,22.3,9.94
714480,-7.6397,21.3,9.93
715201,-6.7157,21.3,9.92
715922,-13.7245,21.3,9.92
716643,-13.7245,20.3,9.92
717364,-13.7245,21.3,9.91
718085,-13.7245,20.3,9.90
718806,-13.7245,21.3,9.90
719527,-13.7245,21.3,9.89
720248,-13.7245,21.3,9.88
720969,-13.7245,20.3,9.88
721690,-13.7245,21.3,9.87
722411,-13.7245,19.3,9.86
723132,-13.7245,20.3,9.86
723853,-13.7245,21.3,9.85
# [n=1000] mean=-7.1749 m  sigma=1.1948 m  die=21.3 C  CalVal=-44
724574,-13.7245,20.3,9.85
725295,-13.7245,20.3,9.84
726016,-13.7245,20.3,9.83
726737,-13.7245,19.3,9.82
727458,-13.7245,20.3,9.82
728179,-13.7245,20.3,9.81
728900,-13.7245,19.3,9.80
729621,-13.7245,19.3,9.80
730342,-13.7245,20.3,9.79
731063,-13.7245,21.3,9.79
731784,-6.2650,21.3,9.78
732505,-6.9862,21.3,9.78
733226,-6.6256,20.3,9.77
733947,-7.3468,19.3,9.77
734668,-6.7608,19.3,9.76
735389,-7.6172,19.3,9.76
736110,-7.3468,19.3,9.75
736831,-6.4453,20.3,9.74
737552,-7.0087,19.3,9.74
738273,-6.8960,20.3,9.73
738994,-6.5805,20.3,9.72
739715,-6.9862,20.3,9.71
740436,-6.2876,20.3,9.71
741157,-6.4453,20.3,9.70
741878,-6.6932,19.3,9.70
742599,-6.6932,19.3,9.69
743320,-6.6932,19.3,9.69
744041,-6.6932,19.3,9.68
744762,-6.6932,19.3,9.67
745483,-6.6932,20.3,9.66
746204,-6.6932,21.3,9.66
746925,-6.6932,19.3,9.65
747646,-6.6932,20.3,9.65
748367,-6.6932,21.3,9.64
749088,-6.6932,19.3,9.64
749809,-6.6932,20.3,9.63
750530,-6.6932,21.3,9.63
751251,-6.6932,21.3,9.62
751972,-6.6932,21.3,9.61
752693,-6.6932,21.3,9.60
753414,-6.6932,20.3,9.59
754135,-6.6932,20.3,9.59
754856,-6.6932,20.3,9.58
755577,-6.6932,21.3,9.58
756298,-6.6932,19.3,9.57
757019,-6.6932,20.3,9.56
757740,-6.6932,21.3,9.56
758461,-6.9636,20.3,9.56
759182,-7.1439,20.3,9.55
759903,-6.4904,21.3,9.54
760624,-7.0989,20.3,9.54
761345,-8.2031,19.3,9.53
762066,-6.8059,20.3,9.53
762787,-7.8425,21.3,9.52
763508,-7.5721,20.3,9.51
764229,-7.0087,21.3,9.51
764950,-7.4820,19.3,9.50
765671,-6.5129,19.3,9.50
766392,-6.1749,20.3,9.49
767113,-7.4594,20.3,9.49
767834,-6.9411,21.3,9.48
768555,-7.3918,21.3,9.47
769276,-7.3918,21.3,9.47
769997,-7.3918,21.3,9.46
770718,-7.3918,21.3,9.45
771439,-7.3918,20.3,9.45
772160,-7.3918,19.3,9.44
772881,-7.3918,19.3,9.43
773602,-7.3918,20.3,9.43
774323,-7.3918,20.3,9.42
775044,-7.3918,21.3,9.42
775765,-7.3918,21.3,9.41
776486,-7.3918,19.3,9.41
777207,-7.3918,19.3,9.40
777928,-7.3918,19.3,9.39
778649,-7.3918,19.3,9.38
779370,-7.3918,19.3,9.38
780091,-7.3918,19.3,9.37
780812,-7.3918,19.3,9.37
781533,-7.3918,19.3,9.36
782254,-7.3918,20.3,9.35
782975,-7.3918,20.3,9.35
783696,-7.3918,19.3,9.34
784417,-7.3918,20.3,9.34
785138,-7.2566,19.3,9.33
785859,-6.1523,20.3,9.33
786580,-6.8735,20.3,9.32
787301,-6.4228,19.3,9.32
788022,-7.0312,19.3,9.31
788743,-8.0003,20.3,9.30
789464,-7.7073,20.3,9.30
790185,-7.1439,21.3,9.29
790906,-7.4820,19.3,9.28
791627,-7.4820,19.3,9.28
792348,-7.4144,19.3,9.27
793069,-7.3468,20.3,9.27
793790,-6.6481,20.3,9.27
794511,-7.5045,19.3,9.26
795232,-7.3918,20.3,9.26
795953,-7.3918,19.3,9.25
# [n=1100] mean=-7.2242 m  sigma=1.3044 m  die=19.3 C  CalVal=-44
796674,-7.3918,20.3,9.24
797395,-7.3918,20.3,9.24
798116,-7.3918,19.3,9.23
798837,-7.3918,19.3,9.23
799558,-7.3918,19.3,9.22
800279,-7.3918,20.3,9.22
801000,-7.3918,20.3,9.21
801721,-7.3918,21.3,9.20
802442,-7.3918,21.3,9.20
803163,-7.3918,21.3,9.19
803884,-7.3918,20.3,9.18
804605,-7.3918,19.3,9.18
805326,-7.3918,19.3,9.18
806047,-7.3918,20.3,9.17
806768,-7.3918,20.3,9.17
807489,-7.3918,20.3,9.15
808210,-7.3918,19.3,9.15
808931,-7.3918,19.3,9.15
809652,-7.3918,20.3,9.15
810373,-7.3918,20.3,9.14
811094,-7.3918,19.3,9.13
811815,-7.3017,19.3,9.12
812536,-7.5270,19.3,9.12
813257,-7.3918,20.3,9.12
813978,-7.3468,19.3,9.11
814699,-6.2876,19.3,9.11
815420,-7.4820,19.3,9.10
816141,-6.3101,19.3,9.10
816862,-7.4369,19.3,9.09
817583,-6.8059,19.3,9.09
818304,-6.8960,19.3,9.08
819025,-6.9636,19.3,9.07
819746,-7.4369,19.3,9.07
820467,-7.5947,19.3,9.06
821188,-6.6031,20.3,9.05
821909,-7.7524,20.3,9.05
822630,-7.7524,20.3,9.04
823351,-7.7524,21.3,9.04
824072,-7.7524,20.3,9.03
824793,-7.7524,19.3,9.03
825514,-7.7524,19.3,9.01
826235,-7.7524,20.3,9.01
826956,-7.7524,20.3,9.01
827677,-7.7524,20.3,9.00
828398,-7.7524,20.3,9.00
829119,-7.7524,20.3,8.99
829840,-7.7524,21.3,8.99
830561,-7.7524,20.3,8.99
831282,-7.7524,20.3,8.98
832003,-7.7524,20.3,8.98
832724,-7.7524,20.3,8.97
833445,-7.7524,19.3,8.96
834166,-7.7524,19.3,8.96
834887,-7.7524,19.3,8.96
835608,-7.7524,19.3,8.95
836329,-7.7524,19.3,8.94
837050,-7.7524,20.3,8.94
837771,-7.7524,19.3,8.93
838492,-8.1355,19.3,8.92
839213,-7.4369,20.3,8.92
839934,-6.6031,20.3,8.91
840655,-7.6172,19.3,8.91
841376,-7.4144,19.3,8.90
842097,-6.5355,19.3,8.90
842818,-7.5496,19.3,8.89
843539,-7.3693,20.3,8.89
844260,-6.7834,19.3,8.89
844981,-6.5580,19.3,8.88
845702,-6.5580,19.3,8.88
846423,-6.7834,19.3,8.87
847144,-6.2425,19.3,8.86
847865,-7.2566,20.3,8.86
848586,-7.3242,19.3,8.85
849307,-7.3242,20.3,8.84
850028,-7.3242,20.3,8.84
850749,-7.3242,19.3,8.83
851470,-7.3242,19.3,8.83
852191,-7.3242,20.3,8.82
852912,-7.3242,19.3,8.82
853633,-7.3242,20.3,8.81
854354,-7.3242,19.3,8.80
855075,-7.3242,19.3,8.80
855796,-7.3242,19.3,8.79
856517,-7.3242,19.3,8.79
857238,-7.3242,19.3,8.79
857959,-7.3242,19.3,8.78
858680,-7.3242,20.3,8.78
859401,-7.3242,20.3,8.77
860122,-7.3242,20.3,8.77
860843,-7.3242,21.3,8.75
861564,-7.3242,21.3,8.75
862285,-7.3242,19.3,8.75
863006,-7.3242,19.3,8.74
863727,-7.3242,19.3,8.73
864448,-7.3242,19.3,8.73
865169,-6.9636,19.3,8.72
865890,-7.0763,20.3,8.72
866611,-7.3017,20.3,8.71
867332,-6.1523,19.3,8.71
868053,-7.3918,19.3,8.71
# [n=1200] mean=-7.2348 m  sigma=1.2541 m  die=19.3 C  CalVal=-44
868774,-6.7608,19.3,8.70
869495,-7.1439,20.3,8.69
870216,-6.9862,19.3,8.69
870937,-6.3326,19.3,8.69
871658,-6.8960,20.3,8.68
872379,-7.0312,19.3,8.68
873100,-6.3552,19.3,8.67
873821,-7.0312,19.3,8.67
874542,-7.1214,19.3,8.67
875263,-7.1214,19.3,8.66
875984,-7.1214,20.3,8.65
876705,-7.1214,19.3,8.65
877426,-7.1214,19.3,8.64
878147,-7.1214,19.3,8.64
878868,-7.1214,19.3,8.63
879589,-7.1214,19.3,8.63
880310,-7.1214,19.3,8.62
881031,-7.1214,19.3,8.61
881752,-7.1214,19.3,8.61
882473,-7.1214,19.3,8.60
883194,-7.1214,19.3,8.60
883915,-7.1214,19.3,8.59
884636,-7.1214,19.3,8.59
885357,-7.1214,19.3,8.58
886078,-7.1214,19.3,8.58
886799,-7.1214,19.3,8.57
887520,-7.1214,19.3,8.56
888241,-7.1214,19.3,8.56
888962,-7.1214,19.3,8.56
889683,-7.1214,19.3,8.55
890404,-7.1214,19.3,8.55
891125,-7.1214,19.3,8.54
891846,-6.5129,19.3,8.54
892567,-6.6932,19.3,8.53
893288,-7.4369,19.3,8.53
894009,-6.6707,19.3,8.52
894730,-7.5496,19.3,8.52
895451,-6.4904,20.3,8.51
896172,-7.4820,19.3,8.51
896893,-7.4144,19.3,8.51
897614,-6.6481,19.3,8.51
898335,-6.3552,20.3,8.50
899056,-6.6481,20.3,8.49
899777,-7.5721,20.3,8.49
900498,-7.2791,19.3,8.48
901219,-6.6707,19.3,8.48
901940,-6.6932,19.3,8.47
902661,-6.6932,18.3,8.47
903382,-6.6932,19.3,8.46
904103,-6.6932,19.3,8.46
904824,-6.6932,19.3,8.45
905545,-6.6932,19.3,8.45
906266,-6.6932,19.3,8.44
906987,-6.6932,19.3,8.44
907708,-6.6932,20.3,8.44
908429,-6.6932,19.3,8.43
909150,-6.6932,19.3,8.42
909871,-6.6932,19.3,8.42
910592,-6.6932,19.3,8.41
911313,-6.6932,20.3,8.41
912034,-6.6932,20.3,8.40
912755,-6.6932,19.3,8.39
913476,-6.6932,19.3,8.38
914197,-6.6932,19.3,8.39
914918,-6.6932,19.3,8.38
915639,-6.6932,18.3,8.38
916360,-6.6932,19.3,8.37
917081,-6.6932,19.3,8.37
917802,-6.6932,19.3,8.36
918523,-6.6932,19.3,8.35
919244,-7.2115,19.3,8.35
919965,-7.3918,19.3,8.35
920686,-6.9636,19.3,8.34
921407,-7.4144,19.3,8.33
922128,-6.1523,19.3,8.33
922849,-7.0989,19.3,8.32
923570,-6.2425,19.3,8.32
924291,-7.0312,19.3,8.31
925012,-7.2791,19.3,8.31
925733,-7.3918,19.3,8.31
926454,-7.0989,19.3,8.30
927175,-6.6256,19.3,8.29
927896,-6.3777,19.3,8.29
928617,-5.5889,19.3,8.28
929338,-5.5889,19.3,8.28
930059,-5.5889,19.3,8.28
930780,-5.5889,19.3,8.27
931501,-5.5889,19.3,8.26
932222,-5.5889,19.3,8.26
932943,-5.5889,19.3,8.25
933664,-5.5889,19.3,8.25
934385,-5.5889,19.3,8.25
935106,-5.5889,19.3,8.24
935827,-5.5889,20.3,8.24
936548,-5.5889,20.3,8.23
937269,-5.5889,19.3,8.22
937990,-5.5889,19.3,8.22
938711,-5.5889,19.3,8.21
939432,-5.5889,19.3,8.21
940153,-5.5889,19.3,8.20
# [n=1300] mean=-7.1927 m  sigma=1.2240 m  die=19.3 C  CalVal=-44
940874,-5.5889,19.3,8.20
941595,-5.5889,19.3,8.19
942316,-5.5889,19.3,8.19
943037,-5.5889,19.3,8.19
943758,-5.5889,19.3,8.18
944479,-5.5889,19.3,8.17
945200,-6.8059,19.3,8.17
945921,-7.9778,19.3,8.16
946642,-6.6031,19.3,8.16
947363,-6.8510,19.3,8.16
948084,-6.7383,19.3,8.15
948805,-7.0989,19.3,8.15
949526,-7.3242,19.3,8.14
950247,-6.8735,19.3,8.14
950968,-6.1298,20.3,8.13
951689,-6.1073,19.3,8.13
952410,-7.3017,19.3,8.13
953131,-6.6481,19.3,8.11
953852,-7.0538,19.3,8.11
954573,-6.0622,19.3,8.11
955294,-6.8059,20.3,8.10
956015,-6.8059,20.3,8.10
956736,-6.8059,19.3,8.09
957457,-6.8059,19.3,8.09
958178,-6.8059,20.3,8.09
958899,-6.8059,19.3,8.08
959620,-6.8059,19.3,8.07
960341,-6.8059,19.3,8.07
961062,-6.8059,19.3,8.06
961783,-6.8059,19.3,8.06
962504,-6.8059,19.3,8.06
963225,-6.8059,19.3,8.05
963946,-6.8059,19.3,8.05
964667,-6.8059,19.3,8.05
965388,-6.8059,19.3,8.04
966109,-6.8059,19.3,8.04
966830,-6.8059,19.3,8.03
967551,-6.8059,19.3,8.03
968272,-6.8059,19.3,8.02
968993,-6.8059,19.3,8.01
969714,-6.8059,19.3,8.02
970435,-6.8059,19.3,8.01
971156,-6.8059,19.3,8.00
971877,-5.9721,19.3,8.00
972598,-6.4228,19.3,7.99
973319,-6.6707,19.3,7.98
974040,-5.7016,19.3,7.98
974761,-6.6256,19.3,7.97
975482,-6.1523,19.3,7.97
976203,-6.6932,19.3,7.97
976924,-6.7608,19.3,7.96
977645,-6.8960,19.3,7.96
978366,-7.0538,19.3,7.95
979087,-7.0312,19.3,7.95
979808,-7.7749,19.3,7.95
980529,-6.3326,19.3,7.95
981250,-5.9044,19.3,7.94
981971,-6.5580,19.3,7.94
982692,-6.5580,19.3,7.93
983413,-6.5580,19.3,7.93
984134,-6.5580,19.3,7.92
984855,-6.5580,19.3,7.92
985576,-6.5580,19.3,7.91
986297,-6.5580,19.3,7.90
987018,-6.5580,19.3,7.90
987739,-6.5580,19.3,7.90
988460,-6.5580,19.3,7.90
989181,-6.5580,19.3,7.89
989902,-6.5580,19.3,7.89
990623,-6.5580,19.3,7.88
991344,-6.5580,19.3,7.88
992065,-6.5580,19.3,7.88
992786,-6.5580,19.3,7.86
993507,-6.5580,19.3,7.86
994228,-6.5580,19.3,7.86
994949,-6.5580,19.3,7.86
995670,-6.5580,19.3,7.85
996391,-6.5580,19.3,7.85
997112,-6.5580,19.3,7.84
997833,-6.5580,19.3,7.84
998554,-7.1214,19.3,7.84
999275,-6.4904,19.3,7.83
999996,-7.3242,19.3,7.83
1000717,-6.2425,19.3,7.82
1001438,-6.6481,19.3,7.82
1002159,-6.9862,19.3,7.81
1002880,-7.3918,19.3,7.81
1003601,-7.0538,19.3,7.80
1004322,-6.2200,19.3,7.80
1005043,-6.4453,19.3,7.79
1005764,-6.5355,19.3,7.79
1006485,-6.4678,19.3,7.79
1007206,-7.4144,19.3,7.78
1007927,-6.6932,19.3,7.78
1008648,-7.4820,19.3,7.78
1009369,-7.4820,18.3,7.78
1010090,-7.4820,19.3,7.77
1010811,-7.4820,19.3,7.76
1011532,-7.4820,19.3,7.75
1012253,-7.4820,19.3,7.75
# [n=1400] mean=-7.1564 m  sigma=1.1934 m  die=19.3 C  CalVal=-44
1012974,-7.4820,19.3,7.75
1013695,-7.4820,19.3,7.74
1014416,-7.4820,19.3,7.74
1015137,-7.4820,19.3,7.73
1015858,-7.4820,19.3,7.73
1016579,-7.4820,19.3,7.72
1017300,-7.4820,19.3,7.72
1018021,-7.4820,19.3,7.72
1018742,-7.4820,19.3,7.72
1019463,-7.4820,19.3,7.71
1020184,-7.4820,19.3,7.71
1020905,-7.4820,19.3,7.70
1021626,-7.4820,19.3,7.70
1022347,-7.4820,19.3,7.69
1023068,-7.4820,19.3,7.68
1023789,-7.4820,19.3,7.68
1024510,-7.4820,19.3,7.68
1025231,-5.7016,19.3,7.68
1025952,-6.4228,19.3,7.67
1026673,-6.6256,19.3,7.67
1027394,-7.1890,19.3,7.66
1028115,-6.8960,19.3,7.66
1028836,-6.0397,19.3,7.65
1029557,-7.5721,19.3,7.65
1030278,-7.4594,19.3,7.65
1030999,-6.9862,19.3,7.64
1031720,-7.3693,19.3,7.64
1032441,-6.6932,19.3,7.63
1033162,-7.3242,19.3,7.63
1033883,-7.4820,19.3,7.63
1034604,-6.7383,19.3,7.62
1035325,-6.5580,19.3,7.62
1036046,-6.5580,19.3,7.62
1036767,-6.5580,19.3,7.61
1037488,-6.5580,19.3,7.60
1038209,-6.5580,19.3,7.59
1038930,-6.5580,19.3,7.59
1039651,-6.5580,19.3,7.58
1040372,-6.5580,19.3,7.58
1041093,-6.5580,19.3,7.58
1041814,-6.5580,19.3,7.57
1042535,-6.5580,19.3,7.58
1043256,-6.5580,18.3,7.57
1043977,-6.5580,18.3,7.57
1044698,-6.5580,18.3,7.56
1045419,-6.5580,19.3,7.55
1046140,-6.5580,19.3,7.55
1046861,-6.5580,19.3,7.55
1047582,-6.5580,19.3,7.55
1048303,-6.5580,19.3,7.54
1049024,-6.5580,19.3,7.54
1049745,-6.5580,19.3,7.54
1050466,-6.5580,19.3,7.53
1051187,-6.5580,19.3,7.52
1051908,-6.6932,19.3,7.52
1052629,-6.6707,19.3,7.52
1053350,-6.8735,19.3,7.51
1054071,-6.9862,19.3,7.51
1054792,-6.7608,19.3,7.51
1055513,-7.3468,19.3,7.51
1056234,-6.3101,19.3,7.50
1056955,-6.9411,19.3,7.49
1057676,-7.1890,19.3,7.49
1058397,-7.1665,19.3,7.49
1059118,-7.0087,19.3,7.48
1059839,-6.0171,19.3,7.47
1060560,-7.0312,19.3,7.47
1061281,-6.3552,19.3,7.46
1062002,-6.9636,19.3,7.46
1062723,-6.9636,19.3,7.45
1063444,-6.9636,19.3,7.44
1064165,-6.9636,19.3,7.44
1064886,-6.9636,19.3,7.44
1065607,-6.9636,19.3,7.44
1066328,-6.9636,19.3,7.43
1067049,-6.9636,19.3,7.43
1067770,-6.9636,19.3,7.43
1068491,-6.9636,19.3,7.42
1069212,-6.9636,19.3,7.41
1069933,-6.9636,19.3,7.41
1070654,-6.9636,19.3,7.40
1071375,-6.9636,18.3,7.40
1072096,-6.9636,19.3,7.40
1072817,-6.9636,19.3,7.39
1073538,-6.9636,19.3,7.39
1074259,-6.9636,19.3,7.38
1074980,-6.9636,19.3,7.38
1075701,-6.9636,18.3,7.37
1076422,-6.9636,18.3,7.37
1077143,-6.9636,19.3,7.37
1077864,-6.9636,19.3,7.37
1078585,-6.4678,19.3,7.36
1079306,-7.7299,19.3,7.36
1080027,-5.9946,19.3,7.36
1080748,-5.6565,19.3,7.35
1081469,-6.7608,19.3,7.35
1082190,-7.5496,18.3,7.34
1082911,-6.7608,19.3,7.34
1083632,-7.0312,19.3,7.34
1084353,-6.3326,19.3,7.33
# [n=1500] mean=-7.1395 m  sigma=1.1600 m  die=19.3 C  CalVal=-43
1085074,-6.2876,19.3,7.33
1085795,-6.8510,19.3,7.32
1086516,-6.2200,19.3,7.33
1087237,-6.2425,19.3,7.32
1087958,-6.5580,19.3,7.32
1088679,-6.9636,19.3,7.31
1089400,-6.9636,19.3,7.30
1090121,-6.9636,19.3,7.30
1090842,-6.9636,19.3,7.30
1091563,-6.9636,19.3,7.29
1092284,-6.9636,19.3,7.29
1093005,-6.9636,19.3,7.28
1093726,-6.9636,19.3,7.28
1094447,-6.9636,19.3,7.27
1095168,-6.9636,19.3,7.27
1095889,-6.9636,19.3,7.27
1096610,-6.9636,19.3,7.27
1097331,-6.9636,19.3,7.26
1098052,-6.9636,19.3,7.26
1098773,-6.9636,19.3,7.25
1099494,-6.9636,19.3,7.25
1100215,-6.9636,18.3,7.25
1100936,-6.9636,19.3,7.24
1101657,-6.9636,19.3,7.24
1102378,-6.9636,19.3,7.23
1103099,-6.9636,19.3,7.23
1103820,-6.9636,19.3,7.23
1104541,-6.9636,19.3,7.22
